Origem,Data protocolo,Tipo de Tecnologia,Tema da Saúde,Demandante,Nome da tecnologia,Status,Indicação,Motivo da solicitação,Data decisão
Interna,2018-04-09,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Imunoglobulina antitimócito (timoglobulina),Processo encerrado: por decisão da Conitec,Imunossupressão da rejeição aguda celular resistente a esteroides em pacientes pediátricos que passaram por transplante hepático,Incorporação,
Interna,2018-04-09,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Everolimo,Processo encerrado: por decisão da Conitec,"Imunossupressão de manutenção, rejeição aguda celular resistente a esteroides e rejeição crônica em pacientes pediátricos que passaram por transplante hepático",Incorporação,
Interna,2018-04-11,Medicamento,Hematologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Eculizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da hemoglobinúria paroxística noturna (HPN),Incorporação,2018-12-17
Interna,2018-04-17,Procedimento,Ortopedia,Secretaria de Atenção à Saúde  SAS/MS,"Prótese de aço, teflon e titânio",Processo encerrado: a pedido do demandante,Prótese de orelha média para estapedectomia,Incorporação,
Interna,2018-05-03,Procedimento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Sequenciamento completo do exoma,Processo encerrado: decisão de incorporação no SUS,Investigação etiológica de deficiência intelectual de causa indeterminada,Incorporação,2019-03-29
Interna,2018-05-07,Procedimento,Genética,Secretaria de Atenção à Saúde  SAS/MS,Detecção da galactosemia no teste do pezinho,Processo encerrado: decisão de não incorporação no SUS,Deficiência de galactose1Puridil transferase,Incorporação,2018-10-31
Interna,2018-05-08,Medicamento,Pneumologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Rifampicina 300 mg + isoniazida 150mg,Processo encerrado: decisão de incorporação no SUS,Tratamento da tuberculose sensível,Incorporação,2018-08-29
Interna,2018-05-08,Medicamento,Pneumologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Isoniazida 300mg,Processo encerrado: decisão de incorporação no SUS,Infecção latente por Mycobacterium tuberculosis,Incorporação,2018-08-29
Interna,2018-05-10,Procedimento,Urologia,Secretaria de Atenção à Saúde  SAS/MS,Ureterolitotripsia transureteroscópica,Processo encerrado: decisão de incorporação no SUS,Litíase do trato urinário,Incorporação,2019-03-20
Interna,2018-05-17,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Clofazimina,Processo encerrado: decisão de incorporação no SUS,Hanseníase paucibacilar,Ampliação de Uso,2018-12-12
Interna,2018-05-30,Medicamento,Ginecologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Clomifeno,Processo encerrado: por decisão da Conitec,Indução de ovulação (Infertilidade),Incorporação,
Interna,2018-07-10,Medicamento,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Abiraterona,Processo encerrado: a pedido do demandante,Câncer de próstata metastático resistente à castração de pacientes com uso prévio de quimioterapia,Incorporação,
Interna,2018-09-03,Procedimento,Genética,Secretaria de Vigilância em Saúde  SVS/MS,Teste do pezinho,Processo encerrado: decisão de incorporação no SUS,Detecção da toxoplasmose congênita,Ampliação de Uso,2020-03-05
Interna,2018-09-14,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Dispositivo Tobii Eye Tracker,Processo encerrado: por decisão da Conitec,Esclerose lateral amiotrófica ou paralisia total,Incorporação,
Interna,2018-10-03,Procedimento,Oncologia,Secretaria de Atenção à Saúde  SAS/MS,Quimioterapia prévia,Processo encerrado: a pedido do demandante,Câncer de mama para doentes no estágio II,Ampliação de Uso,
Interna,2018-11-08,Medicamento,infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Doses fixas combinadas pediátricas RHZ (rifampicina 75 mg + isoniazida 50 mg + pirazinamida 150mg) e RH (rifampicina 75 mg + isoniazida 50mg),Processo encerrado: decisão de incorporação no SUS,Tratamento da tuberculose em crianças menores de 10 anos,Incorporação,2019-09-09
Interna,2018-12-14,Procedimento,Hepatologia,Secretaria Municipal de Saúde de Porto Alegre,Colangiopancreatografia endoscópica retrógrada précirúrgica,Processo encerrado: decisão de incorporação no SUS,Tratamento de Coledocolitíase,Ampliação de Uso,2019-07-25
Interna,2019-02-19,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Pamidronato dissódico,Processo encerrado: decisão de exclusão do SUS,Tratamento da doença de Paget óssea,Exclusão ,2019-04-18
Interna,2019-02-21,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Simeprevir,Processo encerrado: decisão de exclusão do SUS,Tratamento da hepatite C,Exclusão ,2019-02-27
Interna,2019-02-21,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,"Ombitasvir 12,5 mg / veruprevir 75 mg / ritonavir 50 mg comprimido e dasabuvir 250 mg comprimido",Processo encerrado: decisão de exclusão do SUS,Tratamento da hepatite C,Exclusão ,2019-09-12
Interna,2019-03-19,Medicamento,Neurologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Miglustate,Processo encerrado: decisão de não incorporação no SUS,Manifestações neurológicas da doença de NiemannPick tipo C (NPC),Incorporação,2019-07-24
Interna,2020-07-01,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Flucitosina,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com meningite criptocócica e demais formas de neurocriptococose,Incorporação,2021-06-02
Interna,2019-03-21,Medicamento,Dermatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Clindamicina 1% tópica,Processo encerrado: decisão de incorporação no SUS,Tratamento de lesões superficiais na hidradenite supurativa,Incorporação,2019-06-12
Interna,2019-03-21,Medicamento,Dermatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Tetraciclina 500 mg,Processo encerrado: decisão de incorporação no SUS,Tratamento de hidradenite supurativa leve,Incorporação,2019-06-12
Interna,2019-03-21,Medicamento,Dermatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Clindamicina 300 mg associada com rifampicina 300 mg,Processo encerrado: decisão de incorporação no SUS,Tratamento de hidradenite supurativa moderada,Incorporação,2019-06-12
Interna,2019-03-25,Medicamento,Pneumologia,Instituto Nacional de Câncer  INCA,Vareniclina,Processo encerrado: decisão de não incorporação no SUS,Cessação do tabagismo,Incorporação,2019-07-25
Interna,2019-03-27,Medicamento,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Abiraterona,Processo encerrado: decisão de incorporação no SUS,Câncer de próstata metastático resistente à castração em pacientes com uso prévio de quimioterapia,Incorporação,2019-07-25
Interna,2019-04-01,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Alfaalglicosidase,Processo encerrado: decisão de incorporação no SUS,Terapia de reposição enzimática na doença de Pompe,Incorporação,2019-10-17
Interna,2019-03-28,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Oxibutinina,Processo encerrado: decisão de não incorporação no SUS,Tratamento da incontinência urinária de urgência (IUU),Incorporação,2019-06-28
Interna,2019-03-28,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Tolterodina,Processo encerrado: decisão de não incorporação no SUS,Tratamento da incontinência urinária de urgência (IUU),Incorporação,2019-06-28
Interna,2019-03-28,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Solifenacina,Processo encerrado: decisão de não incorporação no SUS,Tratamento da incontinência urinária de urgência (IUU),Incorporação,2019-06-28
Interna,2019-03-28,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Darifenacina,Processo encerrado: decisão de não incorporação no SUS,Tratamento da incontinência urinária de urgência (IUU),Incorporação,2019-06-28
Interna,2019-03-28,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Mirabegrona,Processo encerrado: decisão de não incorporação no SUS,Tratamento de incontinência urinária de urgência (IUU),Incorporação,2019-06-28
Interna,2020-07-21,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Risedronato 5 mg,Processo encerrado: decisão de exclusão do SUS,Tratamento de pacientes com a Doença de Paget,Exclusão ,2020-08-31
Interna,2019-04-11,Medicamento,Genética,Secretaria de Atenção à Saúde  SAS/MS,Alprostadil injetável,Processo encerrado: por decisão da Conitec,Cardiopatias congênitas críticas neonatais,Incorporação,
Interna,2020-03-24,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Delamanida,Processo encerrado: decisão de incorporação no SUS,Tratamento de tuberculose multirresistente e tuberculose com resistência extensiva,Incorporação,2020-08-26
Interna,2020-03-19,Procedimento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Cultura líquida automatizada,Processo encerrado: decisão de incorporação no SUS,Detecção de micobactérias e teste de sensibilidade aos antimicrobianos utilizados no tratamento da tuberculose,Incorporação,2020-08-26
Interna,2019-05-21,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Bedaquilina,Processo encerrado: decisão de incorporação no SUS,"Pacientes com tuberculose resistentes à rifampicina, multirresistentes e extensivamente resistentes a medicamentos",Incorporação,2020-09-01
Interna,2019-05-24,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Rifapentina + isoniazida,Processo encerrado: decisão de incorporação no SUS,Tratamento da infecção latente pelo Mycobacterium tuberculosis (ILTB),Incorporação,2020-06-15
Interna,2019-05-21,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Bedaquilina,Processo encerrado: decisão de incorporação no SUS,"Pacientes com tuberculose resistente à rifampicina, multirresistente e extensivamente resistentes a medicamentos",Incorporação,2020-09-01
Interna,2019-06-26,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Dolutegravir,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes coinfectados com HIV e tuberculose,Ampliação de Uso,2019-11-06
Interna,2019-07-09,Procedimento,Infectologia ,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Reação em cadeia da polimerase – Transcriptase reversa qualitativa (RTPCR) e quantitativa (RTqPCR) e hibridização in situ (ISH),Processo encerrado: decisão de incorporação no SUS,Diagnóstico e monitoramento da leucemia mieloide crônica (LMC) e da leucemia linfoblástica aguda cromossoma Philadelphia positivo (LLA Ph+),Incorporação,2019-11-20
Interna,2019-07-12,Medicamento,Hematologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Eculizumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da síndrome hemolítica urêmica atípica,Incorporação,2019-11-20
Interna,2019-07-23,Medicamento,Gastroenterologia ,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Medicamentos biológicos (infliximabe e vedolizumabe),Processo encerrado: decisão de incorporação no SUS,Tratamento da retocolite ulcerativa moderada a grave,Incorporação,2019-10-23
Interna,2019-07-23,Medicamento,Gastroenterologia ,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Medicamentos biológicos (adalimumabe e golimumabe),Processo encerrado: decisão de não incorporação no SUS,Tratamento da retocolite ulcerativa moderada a grave,Incorporação,2019-10-23
Interna,2019-07-29,Medicamento,Ortopedia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Canaquinumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da Artrite Idiopática Juvenil Sistêmica,Incorporação,2021-11-13
Interna,2019-08-01,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Empagliflozina,Processo encerrado: decisão de não incorporação no SUS,Tratamento da Diabetes mellitus tipo 2,Incorporação,2020-05-04
Interna,2019-08-01,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Dapagliflozina,Processo encerrado: decisão de incorporação no SUS,Tratamento da Diabetes mellitus tipo 2,Incorporação,2020-05-04
Interna,2019-08-13,Produto,Otorrinolaringologia,Secretaria de Atenção Especializada à Saúde  SAES/MS,Sistema de frequência modulada pessoal – FM,Processo encerrado: decisão de incorporação no SUS,Indivíduos com deficiência auditiva de qualquer idade matriculados em qualquer nível acadêmico,Ampliação de Uso,2020-02-20
Interna,2019-12-04,Procedimento,Saúde da Mulher,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Exames diagnósticos: i) mutação do gene de protrombina; ii) dosagem de proteína C funcional; iii) dosagem de proteína S livre; iv) antibeta 2 glicoproteína IgG; v) antibeta 2 glicoproteína IgM; e vi) anticoagulante lúpico,Processo encerrado: decisão de incorporação no SUS,Trombofilia em gestantes,Incorporação,2020-01-13
Interna,2019-08-26,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Sibutramina,Processo encerrado: decisão de não incorporação no SUS,Tratamento dos pacientes com obesidade,Incorporação,2020-04-24
Interna,2019-08-26,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Orlistate,Processo encerrado: decisão de não incorporação no SUS,Redução de peso em indivíduos com sobrepeso ou obesidade,Incorporação,2020-04-24
Interna,2020-08-24,Medicamento,Dermatologia,Secretaria de Vigilância em Saúde  SVS/MS,Claritromicina,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com hanseníase resistente a medicamentos.,Ampliação de Uso,2020-12-29
Interna,2019-09-06,Medicamento,Dermatologia,Secretaria de Vigilância em Saúde  SVS/MS,Rifampicina,Processo encerrado: decisão de exclusão do SUS,Quimioprofilaxia de contatos de pacientes com hanseníase,Exclusão ,2020-06-15
Interna,2019-09-02,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Vacina Meningocócica ACWY (conjugada),Processo encerrado: decisão de incorporação no SUS,Pacientes com hemoglobinúria paroxística noturna (HPN) que utilizem eculizumabe,Incorporação,2019-11-20
Interna,2019-09-02,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Vacina adsorvida Meningocócica B (recombinante),Processo encerrado: decisão de não incorporação no SUS,Pacientes com hemoglobinúria paroxística noturna (HPN) que utilizem eculizumabe,Incorporação,2019-11-20
Interna,2019-09-02,Medicamento,Hematologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Citometria de fluxo,Processo encerrado: decisão de incorporação no SUS,Diagnóstico de hemoglobinúria paroxística noturna,Ampliação de Uso,2019-11-22
Interna,2019-09-02,Produto,Nefrologia,"Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS",Transplante alogênico de célulastronco hematopoiéticas de medula óssea,Processo encerrado: decisão de incorporação no SUS,Hemoglobinúria paroxística noturna,Ampliação de Uso,2019-11-20
